ANNEE;INSEE;COMMUNE;SINISTRE
"2009";"68099";"FROENINGEN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68306";"SEPPOIS-LE-HAUT";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68098";"FRIESEN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68214";"MONTREUX-JEUNE";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68136";"HETTENSCHLAG";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68013";"ATTENSCHWILLER";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68139";"HIRTZBACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68088";"FELDKIRCH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68181";"LEVONCOURT";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68327";"STETTEN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68260";"RAEDERSHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68231";"NEUF-BRISACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68041";"BLODELSHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68272";"RIEDWIHR";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68099";"FROENINGEN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68212";"MOERNACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68300";"SAUSHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68164";"KIENTZHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68113";"GUEMAR";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68344";"URBES";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68327";"STETTEN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68091";"FESSENHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68289";"RUELISHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68212";"MOERNACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68061";"BUSCHWILLER";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68288";"RUEDERBACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68330";"STRUETH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68249";"ORBEY";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68129";"HEIMSBRUNN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68041";"BLODELSHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68295";"SAINTE-CROIX-EN-PLAINE";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68206";"MICHELBACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68345";"URSCHENHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68284";"ROPPENTZWILLER";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68089";"FELLERING";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68129";"HEIMSBRUNN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68239";"OBERBRUCK";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68041";"BLODELSHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68033";"BETTENDORF";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68284";"ROPPENTZWILLER";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68333";"TAGSDORF";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68010";"ASPACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68059";"BURNHAUPT-LE-BAS";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68347";"VIEUX-FERRETTE";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68203";"MERXHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68056";"BRUNSTATT";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68122";"HARTMANNSWILLER";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68080";"EMLINGEN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68224";"MULHOUSE";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68330";"STRUETH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68012";"ASPACH-LE-HAUT";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68029";"BERGHOLTZ";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68181";"LEVONCOURT";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68289";"RUELISHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68155";"INGERSHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68033";"BETTENDORF";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68348";"VIEUX-THANN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68106";"GOLDBACH-ALTENBACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68112";"GUEBWILLER";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68311";"SONDERNACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68098";"FRIESEN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68350";"VOEGTLINSHOFFEN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68319";"SPECHBACH-LE-BAS";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68091";"FESSENHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68348";"VIEUX-THANN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68195";"LUTTERBACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68213";"MOLLAU";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68162";"KAYSERSBERG";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68015";"BALDERSHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68077";"EGLINGEN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68351";"VOGELGRUN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68024";"BELLEMAGNY";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68234";"NIEDERENTZEN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68240";"OBERDORF";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68140";"HIRTZFELDEN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68356";"WALHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68167";"KIRCHBERG";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68337";"TRAUBACH-LE-HAUT";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68202";"MERTZEN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68365";"WETTOLSHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68077";"EGLINGEN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68260";"RAEDERSHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2009";"68246";"OBERSAASHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68381";"WUENHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68145";"HORBOURG-WIHR";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68044";"LE BONHOMME";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68044";"LE BONHOMME";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68287";"ROUFFACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68372";"WILLER-SUR-THUR";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68203";"MERXHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68279";"RODEREN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68348";"VIEUX-THANN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68354";"WALBACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68250";"ORSCHWIHR";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68062";"CARSPACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68193";"LUTTENBACH-PRES-MUNSTER";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68095";"FORTSCHWIHR";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68205";"MEYENHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68272";"RIEDWIHR";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68292";"SAINT-AMARIN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68061";"BUSCHWILLER";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68190";"LUCELLE";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68201";"MASEVAUX";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68284";"ROPPENTZWILLER";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68379";"WOLFGANTZEN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68192";"VALDIEU-LUTRAN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68181";"LEVONCOURT";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68033";"BETTENDORF";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68101";"GALFINGUE";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68143";"HOLTZWIHR";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68293";"SAINT-COSME";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68043";"BOLLWILLER";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68066";"COLMAR";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68107";"GOMMERSDORF";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68208";"MICHELBACH-LE-HAUT";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68375";"WITTELSHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68039";"BISEL";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68125";"HECKEN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68327";"STETTEN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68327";"STETTEN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68139";"HIRTZBACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68385";"ZIMMERBACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68234";"NIEDERENTZEN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68039";"BISEL";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68060";"BURNHAUPT-LE-HAUT";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68143";"HOLTZWIHR";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68061";"BUSCHWILLER";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68181";"LEVONCOURT";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68183";"LIEBENSWILLER";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68302";"SCHWEIGHOUSE-THANN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68100";"FULLEREN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68215";"MONTREUX-VIEUX";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68272";"RIEDWIHR";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68009";"ARTZENHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68026";"BENNWIHR";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68169";"KOESTLACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68228";"MUNWILLER";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68272";"RIEDWIHR";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68250";"ORSCHWIHR";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68355";"WALDIGHOFEN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68333";"TAGSDORF";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68008";"APPENWIHR";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68059";"BURNHAUPT-LE-BAS";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68288";"RUEDERBACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68170";"KOETZINGUE";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68100";"FULLEREN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68029";"BERGHOLTZ";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68367";"WIDENSOLEN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68199";"MALMERSPACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68127";"HEIDWILLER";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68251";"OSENBACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68245";"OBERMORSCHWILLER";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68330";"STRUETH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68136";"HETTENSCHLAG";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68348";"VIEUX-THANN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68093";"FLAXLANDEN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68004";"ALTKIRCH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68290";"RUSTENHART";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68152";"ILLFURTH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68079";"ELBACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68228";"MUNWILLER";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68022";"BATTENHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68193";"LUTTENBACH-PRES-MUNSTER";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68172";"KUNHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68347";"VIEUX-FERRETTE";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68294";"SAINTE-CROIX-AUX-MINES";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68381";"WUENHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68272";"RIEDWIHR";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68214";"MONTREUX-JEUNE";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68206";"MICHELBACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68022";"BATTENHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68319";"SPECHBACH-LE-BAS";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68153";"ILLHAEUSERN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68155";"INGERSHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68237";"NIEDERMORSCHWIHR";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68355";"WALDIGHOFEN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68208";"MICHELBACH-LE-HAUT";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68272";"RIEDWIHR";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68366";"WICKERSCHWIHR";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68188";"LINTHAL";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68330";"STRUETH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68138";"HIRSINGUE";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68351";"VOGELGRUN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68303";"SCHWOBEN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68375";"WITTELSHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68215";"MONTREUX-VIEUX";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68029";"BERGHOLTZ";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68193";"LUTTENBACH-PRES-MUNSTER";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68147";"HUNAWIHR";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68333";"TAGSDORF";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68180";"LEIMBACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68344";"URBES";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68243";"OBERLARG";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68136";"HETTENSCHLAG";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68381";"WUENHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68304";"SENTHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68032";"BERRWILLER";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68162";"KAYSERSBERG";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68063";"CERNAY";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68356";"WALHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68031";"BERNWILLER";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68225";"MUNCHHOUSE";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68152";"ILLFURTH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68013";"ATTENSCHWILLER";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68056";"BRUNSTATT";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68171";"KRUTH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68278";"RIXHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68093";"FLAXLANDEN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68285";"RORSCHWIHR";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68075";"DURMENACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68091";"FESSENHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68139";"HIRTZBACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68288";"RUEDERBACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68097";"FRELAND";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68308";"SICKERT";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68327";"STETTEN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68353";"WAHLBACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68343";"UNGERSHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68267";"REININGUE";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68375";"WITTELSHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68222";"MUESPACH-LE-HAUT";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68193";"LUTTENBACH-PRES-MUNSTER";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68131";"HEIWILLER";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68381";"WUENHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68023";"BEBLENHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68029";"BERGHOLTZ";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68023";"BEBLENHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68016";"BALGAU";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68250";"ORSCHWIHR";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68099";"FROENINGEN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68272";"RIEDWIHR";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68289";"RUELISHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68039";"BISEL";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68307";"SEWEN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68023";"BEBLENHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68279";"RODEREN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68136";"HETTENSCHLAG";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68184";"LIEBSDORF";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68100";"FULLEREN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68291";"RUMERSHEIM-LE-HAUT";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68196";"MAGNY";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68278";"RIXHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68327";"STETTEN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68240";"OBERDORF";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68284";"ROPPENTZWILLER";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68272";"RIEDWIHR";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68046";"BOURBACH-LE-HAUT";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68129";"HEIMSBRUNN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68059";"BURNHAUPT-LE-BAS";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68004";"ALTKIRCH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68299";"SAINT-ULRICH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68089";"FELLERING";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68291";"RUMERSHEIM-LE-HAUT";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68041";"BLODELSHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68022";"BATTENHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68044";"LE BONHOMME";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68063";"CERNAY";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68351";"VOGELGRUN";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68225";"MUNCHHOUSE";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68181";"LEVONCOURT";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68362";"WENTZWILLER";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68139";"HIRTZBACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68335";"THANNENKIRCH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68155";"INGERSHEIM";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68029";"BERGHOLTZ";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68016";"BALGAU";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68229";"MURBACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68045";"BOURBACH-LE-BAS";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68354";"WALBACH";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68284";"ROPPENTZWILLER";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68269";"RIBEAUVILLE";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68275";"RIMBACH-PRES-MASEVAUX";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68039";"BISEL";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68032";"BERRWILLER";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68136";"HETTENSCHLAG";"RECUPERATION D'ESSAIM D'ABEILLES"
"2010";"68272";"RIEDWIHR";"RECUPERATION D'ESSAIM D'ABEILLES"
